# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PMC	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	12:43:15.851	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 226	Session imported from “Hotspot+Block1.txt”	226	PMC0.5	181.3359	115.1946	178.1116	-0.1972	0.8531	0.4830	-0.7999	-0.4249	0.4239	0.5668	-0.3028	0.7662	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:19.044	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 227	Session imported from “Hotspot+Block1.txt”	227	PMC0.5	181.1137	115.0574	178.2370	-0.1941	0.8563	0.4787	-0.8019	-0.4195	0.4253	0.5650	-0.3013	0.7681	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:19.643	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 228	Session imported from “Hotspot+Block1.txt”	228	PMC0.5	181.2363	114.7265	178.0105	-0.1657	0.8592	0.4841	-0.7952	-0.4067	0.4497	0.5833	-0.3104	0.7506	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:29.842	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 229	Session imported from “Hotspot+Block1.txt”	229	PMC0.5	181.4425	114.5605	177.7785	-0.1642	0.8588	0.4852	-0.7943	-0.4068	0.4512	0.5849	-0.3113	0.7490	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:30.343	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 230	Session imported from “Hotspot+Block1.txt”	230	PMC0.5	181.1431	114.7095	178.0853	-0.1657	0.8569	0.4882	-0.7939	-0.4096	0.4494	0.5850	-0.3131	0.7481	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:30.845	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 231	Session imported from “Hotspot+Block1.txt”	231	PMC0.5	181.2572	114.7705	178.0079	-0.1656	0.8563	0.4892	-0.7929	-0.4106	0.4503	0.5864	-0.3133	0.7469	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:31.444	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 232	Session imported from “Hotspot+Block1.txt”	232	PMC0.5	181.3127	114.7720	177.9612	-0.1647	0.8556	0.4908	-0.7925	-0.4110	0.4505	0.5872	-0.3148	0.7458	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:31.945	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 233	Session imported from “Hotspot+Block1.txt”	233	PMC0.5	181.4593	114.7769	177.8443	-0.1644	0.8560	0.4901	-0.7922	-0.4106	0.4514	0.5877	-0.3141	0.7457	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:32.545	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 234	Session imported from “Hotspot+Block1.txt”	234	PMC0.5	181.2868	114.9539	178.0551	-0.1628	0.8562	0.4903	-0.7929	-0.4093	0.4514	0.5872	-0.3153	0.7455	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:33.144	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 235	Session imported from “Hotspot+Block1.txt”	235	PMC0.5	181.4112	114.8910	177.9288	-0.1617	0.8558	0.4915	-0.7923	-0.4095	0.4523	0.5883	-0.3163	0.7442	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:33.744	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 236	Session imported from “Hotspot+Block1.txt”	236	PMC0.5	181.6282	114.9406	177.7740	-0.1413	0.8635	0.4841	-0.7924	-0.3918	0.4676	0.5934	-0.3175	0.7396	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:43.744	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 237	Session imported from “Hotspot+Block1.txt”	237	PMC0.5	181.6268	114.5726	177.6358	-0.1417	0.8626	0.4856	-0.7907	-0.3938	0.4688	0.5956	-0.3175	0.7379	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:44.245	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 238	Session imported from “Hotspot+Block1.txt”	238	PMC0.5	181.6939	114.6922	177.6286	-0.1416	0.8624	0.4860	-0.7907	-0.3939	0.4687	0.5957	-0.3179	0.7377	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:44.746	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 239	Session imported from “Hotspot+Block1.txt”	239	PMC0.5	181.6424	114.6430	177.6502	-0.1400	0.8628	0.4858	-0.7894	-0.3934	0.4712	0.5977	-0.3175	0.7362	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:45.345	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 240	Session imported from “Hotspot+Block1.txt”	240	PMC0.5	181.5088	114.8498	177.8331	-0.1385	0.8629	0.4861	-0.7885	-0.3930	0.4730	0.5992	-0.3178	0.7348	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:45.846	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 241	Session imported from “Hotspot+Block1.txt”	241	PMC0.5	181.4632	114.8819	177.8830	-0.1381	0.8636	0.4848	-0.7896	-0.3915	0.4725	0.5979	-0.3176	0.7360	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:46.347	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 242	Session imported from “Hotspot+Block1.txt”	242	PMC0.5	181.5767	114.8402	177.7763	-0.1372	0.8624	0.4873	-0.7868	-0.3938	0.4754	0.6018	-0.3182	0.7325	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:46.946	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 243	Session imported from “Hotspot+Block1.txt”	243	PMC0.5	181.6441	114.8623	177.7320	-0.1371	0.8620	0.4880	-0.7864	-0.3943	0.4755	0.6023	-0.3186	0.7319	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:47.448	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 244	Session imported from “Hotspot+Block1.txt”	244	PMC0.5	180.8992	114.6254	178.2671	-0.1328	0.8605	0.4918	-0.7826	-0.3955	0.4807	0.6082	-0.3211	0.7260	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:57.642	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 245	Session imported from “Hotspot+Block1.txt”	245	PMC0.5	181.0012	114.4711	178.1242	-0.1339	0.8597	0.4929	-0.7819	-0.3972	0.4804	0.6088	-0.3211	0.7254	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:58.144	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 246	Session imported from “Hotspot+Block1.txt”	246	PMC0.5	181.0603	114.4799	178.0760	-0.1329	0.8598	0.4930	-0.7824	-0.3964	0.4803	0.6084	-0.3219	0.7254	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:58.645	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 247	Session imported from “Hotspot+Block1.txt”	247	PMC0.5	181.0317	114.2024	178.0032	-0.1316	0.8597	0.4936	-0.7816	-0.3963	0.4818	0.6098	-0.3224	0.7240	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:59.147	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 248	Session imported from “Hotspot+Block1.txt”	248	PMC0.5	181.1413	114.3586	177.9631	-0.1313	0.8593	0.4944	-0.7819	-0.3963	0.4812	0.6094	-0.3234	0.7239	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:59.649	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 249	Session imported from “Hotspot+Block1.txt”	249	PMC0.5	180.9839	114.4390	178.1279	-0.1325	0.8589	0.4947	-0.7812	-0.3977	0.4812	0.6100	-0.3227	0.7237	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:00.249	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 250	Session imported from “Hotspot+Block1.txt”	250	PMC0.5	181.1488	114.3882	177.9670	-0.1308	0.8589	0.4951	-0.7812	-0.3968	0.4820	0.6104	-0.3237	0.7229	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:00.848	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 251	Session imported from “Hotspot+Block1.txt”	251	PMC0.5	181.1856	114.3266	177.9148	-0.1307	0.8581	0.4966	-0.7811	-0.3976	0.4814	0.6105	-0.3250	0.7222	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:01.349	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 252	Session imported from “Hotspot+Block1.txt”	252	PMC0.5	180.7256	114.7703	178.4677	-0.1437	0.8621	0.4859	-0.7882	-0.3966	0.4706	0.5984	-0.3154	0.7365	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:11.549	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 253	Session imported from “Hotspot+Block1.txt”	253	PMC0.5	181.0727	115.1447	178.3053	-0.1460	0.8620	0.4854	-0.7855	-0.3993	0.4728	0.6014	-0.3123	0.7354	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:12.149	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 254	Session imported from “Hotspot+Block1.txt”	254	PMC0.5	180.8930	115.1218	178.4477	-0.1459	0.8616	0.4862	-0.7855	-0.3996	0.4725	0.6014	-0.3130	0.7351	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:12.651	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 255	Session imported from “Hotspot+Block1.txt”	255	PMC0.5	180.9726	115.1255	178.3801	-0.1472	0.8605	0.4878	-0.7856	-0.4013	0.4709	0.6010	-0.3139	0.7351	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:13.249	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 256	Session imported from “Hotspot+Block1.txt”	256	PMC0.5	180.7569	114.9423	178.5008	-0.1473	0.8601	0.4884	-0.7851	-0.4020	0.4712	0.6016	-0.3140	0.7345	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:13.750	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 257	Session imported from “Hotspot+Block1.txt”	257	PMC0.5	180.9649	114.9374	178.3203	-0.1484	0.8592	0.4897	-0.7842	-0.4039	0.4710	0.6025	-0.3141	0.7337	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:14.349	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 258	Session imported from “Hotspot+Block1.txt”	258	PMC0.5	180.8438	114.9472	178.4288	-0.1495	0.8610	0.4862	-0.7875	-0.4010	0.4680	0.5979	-0.3129	0.7380	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:14.851	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 259	Session imported from “Hotspot+Block1.txt”	259	PMC0.5	180.7549	114.8117	178.4579	-0.1484	0.8602	0.4878	-0.7873	-0.4013	0.4681	0.5984	-0.3146	0.7368	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:15.450	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 260	Session imported from “Hotspot+Block1.txt”	260	PMC0.5	181.1251	115.2195	178.2927	-0.1494	0.8546	0.4973	-0.7833	-0.4092	0.4679	0.6034	-0.3196	0.7306	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:25.453	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 261	Session imported from “Hotspot+Block1.txt”	261	PMC0.5	181.2298	114.9335	178.0932	-0.1491	0.8542	0.4980	-0.7826	-0.4098	0.4686	0.6044	-0.3199	0.7296	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:26.052	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 262	Session imported from “Hotspot+Block1.txt”	262	PMC0.5	180.9011	114.8540	178.3463	-0.1492	0.8540	0.4984	-0.7830	-0.4099	0.4679	0.6039	-0.3204	0.7298	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:26.553	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 263	Session imported from “Hotspot+Block1.txt”	263	PMC0.5	181.1865	114.8640	178.1022	-0.1447	0.8558	0.4967	-0.7839	-0.4054	0.4702	0.6038	-0.3213	0.7295	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:27.152	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 264	Session imported from “Hotspot+Block1.txt”	264	PMC0.5	180.8269	114.5556	178.3053	-0.1396	0.8595	0.4917	-0.7869	-0.3977	0.4718	0.6011	-0.3211	0.7319	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:27.752	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 265	Session imported from “Hotspot+Block1.txt”	265	PMC0.5	180.7851	114.4283	178.2966	-0.1375	0.8610	0.4896	-0.7883	-0.3944	0.4723	0.5998	-0.3210	0.7330	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:28.253	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 266	Session imported from “Hotspot+Block1.txt”	266	PMC0.5	180.8822	114.5695	178.2622	-0.1383	0.8606	0.4902	-0.7870	-0.3960	0.4731	0.6013	-0.3204	0.7320	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:28.852	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 267	Session imported from “Hotspot+Block1.txt”	267	PMC0.5	180.8718	115.2128	178.4983	-0.1402	0.8586	0.4930	-0.7866	-0.3990	0.4712	0.6013	-0.3218	0.7314	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:39.342	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 268	Session imported from “Hotspot+Block1.txt”	268	PMC0.5	180.9418	115.0266	178.3719	-0.1404	0.8588	0.4927	-0.7864	-0.3990	0.4715	0.6015	-0.3213	0.7314	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:39.844	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 269	Session imported from “Hotspot+Block1.txt”	269	PMC0.5	180.8394	115.1204	178.4938	-0.1406	0.8587	0.4928	-0.7864	-0.3993	0.4714	0.6015	-0.3213	0.7314	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:40.345	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 270	Session imported from “Hotspot+Block1.txt”	270	PMC0.5	180.7283	115.1337	178.5892	-0.1404	0.8581	0.4939	-0.7879	-0.3989	0.4691	0.5996	-0.3233	0.7321	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:40.847	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 271	Session imported from “Hotspot+Block1.txt”	271	PMC0.5	180.6518	115.0930	178.6374	-0.1415	0.8575	0.4947	-0.7884	-0.3998	0.4676	0.5987	-0.3238	0.7326	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:41.348	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 272	Session imported from “Hotspot+Block1.txt”	272	PMC0.5	180.8788	115.0154	178.4225	-0.1415	0.8570	0.4955	-0.7882	-0.4004	0.4674	0.5989	-0.3244	0.7321	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:41.849	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 273	Session imported from “Hotspot+Block1.txt”	273	PMC0.5	180.9865	115.0472	178.3404	-0.1432	0.8563	0.4962	-0.7856	-0.4033	0.4692	0.6019	-0.3226	0.7305	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:42.350	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 274	Session imported from “Hotspot+Block1.txt”	274	PMC0.5	181.0843	114.9973	178.2379	-0.1435	0.8564	0.4960	-0.7853	-0.4035	0.4695	0.6022	-0.3221	0.7304	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:42.851	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 275	Session imported from “Hotspot+Block1.txt”	275	PMC0.5	181.7100	115.3692	177.8777	-0.1510	0.8611	0.4856	-0.8144	-0.3868	0.4326	0.5603	-0.3301	0.7596	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:53.247	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 276	Session imported from “Hotspot+Block1.txt”	276	PMC0.5	181.4342	114.9107	177.9180	-0.1479	0.8624	0.4842	-0.8150	-0.3836	0.4343	0.5603	-0.3304	0.7596	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:53.749	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 277	Session imported from “Hotspot+Block1.txt”	277	PMC0.5	181.4590	114.9875	177.9286	-0.1462	0.8630	0.4835	-0.8153	-0.3819	0.4352	0.5603	-0.3306	0.7595	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:54.250	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 278	Session imported from “Hotspot+Block1.txt”	278	PMC0.5	181.3358	115.1118	178.0785	-0.1457	0.8633	0.4832	-0.8149	-0.3817	0.4362	0.5610	-0.3302	0.7591	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:54.752	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 279	Session imported from “Hotspot+Block1.txt”	279	PMC0.5	181.5156	115.1093	177.9315	-0.1457	0.8634	0.4830	-0.8128	-0.3828	0.4391	0.5640	-0.3286	0.7576	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:55.254	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 280	Session imported from “Hotspot+Block1.txt”	280	PMC0.5	181.5054	115.1886	177.9716	-0.1460	0.8630	0.4836	-0.8130	-0.3832	0.4384	0.5637	-0.3292	0.7576	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:55.755	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 281	Session imported from “Hotspot+Block1.txt”	281	PMC0.5	181.4163	115.1251	178.0185	-0.1461	0.8622	0.4850	-0.8144	-0.3832	0.4359	0.5616	-0.3313	0.7582	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:56.257	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 282	Session imported from “Hotspot+Block1.txt”	282	PMC0.5	181.3083	115.0175	178.0631	-0.1459	0.8624	0.4847	-0.8126	-0.3839	0.4385	0.5643	-0.3299	0.7568	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:05:56.856	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 283	Session imported from “Hotspot+Block1.txt”	283	PMC0.5	181.1800	115.0884	178.1957	-0.1378	0.8590	0.4931	-0.7932	-0.3938	0.4644	0.5931	-0.3271	0.7357	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:07.151	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 284	Session imported from “Hotspot+Block1.txt”	284	PMC0.5	181.2365	114.9111	178.0787	-0.1363	0.8588	0.4938	-0.7938	-0.3929	0.4643	0.5927	-0.3287	0.7353	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:07.653	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 285	Session imported from “Hotspot+Block1.txt”	285	PMC0.5	181.3038	114.9944	178.0575	-0.1367	0.8581	0.4949	-0.7941	-0.3936	0.4631	0.5922	-0.3297	0.7352	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:08.154	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 286	Session imported from “Hotspot+Block1.txt”	286	PMC0.5	181.0772	115.0205	178.2522	-0.1379	0.8571	0.4963	-0.7919	-0.3964	0.4645	0.5949	-0.3290	0.7334	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:08.655	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 287	Session imported from “Hotspot+Block1.txt”	287	PMC0.5	181.2084	114.9993	178.1369	-0.1374	0.8571	0.4965	-0.7919	-0.3961	0.4647	0.5950	-0.3293	0.7332	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:09.156	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 288	Session imported from “Hotspot+Block1.txt”	288	PMC0.5	181.0934	114.9363	178.2085	-0.1376	0.8568	0.4969	-0.7921	-0.3964	0.4642	0.5947	-0.3297	0.7332	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:09.658	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 289	Session imported from “Hotspot+Block1.txt”	289	PMC0.5	181.0216	114.9469	178.2745	-0.1380	0.8557	0.4987	-0.7917	-0.3979	0.4637	0.5952	-0.3308	0.7323	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:10.258	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 290	Session imported from “Hotspot+Block1.txt”	290	PMC0.5	181.2952	115.1685	178.1342	-0.1388	0.8560	0.4980	-0.7916	-0.3981	0.4636	0.5951	-0.3299	0.7329	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:10.759	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 291	Session imported from “Hotspot+Block1.txt”	291	PMC0.5	181.3839	115.3589	178.1384	-0.1491	0.8617	0.4851	-0.7973	-0.3949	0.4565	0.5849	-0.3187	0.7459	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:21.053	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 292	Session imported from “Hotspot+Block1.txt”	292	PMC0.5	181.3091	115.1667	178.1222	-0.1505	0.8613	0.4854	-0.7973	-0.3960	0.4555	0.5845	-0.3184	0.7463	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:21.554	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 293	Session imported from “Hotspot+Block1.txt”	293	PMC0.5	181.3333	115.0974	178.0748	-0.1509	0.8606	0.4864	-0.7969	-0.3971	0.4553	0.5850	-0.3189	0.7457	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:22.056	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 294	Session imported from “Hotspot+Block1.txt”	294	PMC0.5	181.3706	115.0792	178.0372	-0.1507	0.8603	0.4870	-0.7958	-0.3978	0.4565	0.5865	-0.3188	0.7446	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:22.557	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 295	Session imported from “Hotspot+Block1.txt”	295	PMC0.5	181.5325	115.1088	177.9176	-0.1498	0.8609	0.4862	-0.7966	-0.3964	0.4564	0.5856	-0.3189	0.7452	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:23.059	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 296	Session imported from “Hotspot+Block1.txt”	296	PMC0.5	181.4079	114.9756	177.9654	-0.1493	0.8605	0.4870	-0.7962	-0.3967	0.4568	0.5863	-0.3196	0.7444	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:23.561	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 297	Session imported from “Hotspot+Block1.txt”	297	PMC0.5	181.3304	115.0253	178.0482	-0.1491	0.8597	0.4886	-0.7965	-0.3972	0.4558	0.5859	-0.3212	0.7440	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:24.160	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 298	Session imported from “Hotspot+Block1.txt”	298	PMC0.5	181.3592	114.9927	178.0118	-0.1487	0.8595	0.4890	-0.7968	-0.3970	0.4556	0.5857	-0.3219	0.7439	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:24.759	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 299	Session imported from “Hotspot+Block1.txt”	299	PMC0.5	181.3086	114.9434	178.0331	-0.1404	0.8653	0.4812	-0.7990	-0.3861	0.4611	0.5848	-0.3197	0.7455	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:34.959	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 300	Session imported from “Hotspot+Block1.txt”	300	PMC0.5	181.3282	114.7492	177.9394	-0.1400	0.8650	0.4818	-0.8006	-0.3852	0.4590	0.5826	-0.3215	0.7465	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:35.460	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 301	Session imported from “Hotspot+Block1.txt”	301	PMC0.5	181.4058	114.7466	177.8754	-0.1407	0.8641	0.4832	-0.8000	-0.3868	0.4587	0.5833	-0.3220	0.7457	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:06:35.962	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
